merchant_id,merchant_user_cnt,merchant_total_actions,merchant_item_cnt,merchant_brand_cnt,merchant_cat_cnt,merchant_action_0_cnt,merchant_action_1_cnt,merchant_action_2_cnt,merchant_action_3_cnt,merchant_buy_user_cnt,merchant_buy_ratio,merchant_avg_actions_per_user
844,2394,6741,126,21,43,5633,10.0,766,332,506,0.21127348643006263,2.814613778705637
845,1481,4813,150,21,34,4365,10.0,347,91,319,0.21524966261808368,3.247638326585695
846,1714,4043,180,7,7,3328,1.0,573,141,432,0.2518950437317784,2.3574344023323617
847,2216,8965,125,2,17,7929,20.0,633,383,284,0.12810103743797926,4.043752819124943
848,7557,27352,1130,1,17,22807,42.0,2467,2036,979,0.12953162212225455,3.6189468113257477
849,1798,5541,626,61,143,4750,9.0,497,285,259,0.14396887159533073,3.0800444691495277
850,415,886,40,1,6,747,3.0,88,48,84,0.20192307692307693,2.1298076923076925
851,773,2990,31,1,6,2300,3.0,577,110,280,0.36175710594315247,3.863049095607235
852,2995,10960,417,1,23,10054,9.0,268,629,172,0.05740987983978638,3.658210947930574
853,1634,4429,268,12,59,3689,5.0,442,293,392,0.2397553516819572,2.708868501529052
854,4820,12816,249,1,11,10884,28.0,853,1051,755,0.15660651317154117,2.658369632856254
855,1835,4216,251,1,20,3756,13.0,193,254,174,0.09477124183006536,2.2962962962962963
856,878,2878,93,1,12,2542,11.0,193,132,163,0.18543799772468714,3.274175199089875
857,329,700,15,1,5,592,0.0,70,38,55,0.16666666666666666,2.121212121212121
858,2345,7710,328,1,12,7054,10.0,199,447,133,0.056692242114237,3.286445012787724
859,12825,61667,380,2,9,56584,65.0,1300,3718,887,0.06915640106034618,4.8079681896148445
860,3490,15110,296,1,19,13715,9.0,575,811,384,0.10999713549126325,4.328272701231739
861,2046,6093,48,1,10,4924,19.0,904,246,679,0.33170493404982904,2.976551050317538
862,2902,17176,138,1,38,14809,17.0,1769,581,558,0.1922149500516707,5.916637960730279
863,5230,17883,1017,10,18,16156,26.0,642,1059,537,0.10265723571018925,3.418658000382336
864,807,2221,146,1,6,2004,2.0,44,171,36,0.04455445544554455,2.748762376237624
865,840,1909,56,3,17,1680,6.0,115,108,104,0.12366230677764566,2.2699167657550534
866,1648,3588,100,1,2,3120,6.0,124,338,116,0.0703456640388114,2.1758641600970283
867,1482,3792,234,2,5,3361,5.0,174,252,163,0.10991233985165205,2.556979096426163
868,381,2377,99,1,18,1784,1.0,499,93,202,0.5287958115183246,6.222513089005235
869,1124,2848,58,1,1,2479,3.0,201,165,178,0.1582222222222222,2.5315555555555553
870,119,647,86,1,9,538,0.0,89,20,29,0.24166666666666667,5.391666666666667
871,192,562,16,1,4,469,2.0,56,35,53,0.27461139896373055,2.911917098445596
872,342,951,39,1,2,817,3.0,103,28,89,0.2594752186588921,2.772594752186589
873,787,2229,135,11,58,1806,3.0,326,94,116,0.14720812182741116,2.8286802030456855
874,5457,19187,126,1,3,16462,19.0,1653,1053,790,0.14474166361304508,3.515390252839868
875,1369,2748,32,1,2,2331,6.0,132,279,125,0.09124087591240876,2.0058394160583943
876,629,1513,143,1,1,1304,3.0,140,66,101,0.16031746031746033,2.4015873015873015
877,3216,8134,58,1,10,7220,11.0,426,477,290,0.09014609884986012,2.5284426484302145
878,623,1339,28,1,5,1054,2.0,187,96,114,0.18269230769230768,2.1458333333333335
879,1240,2600,48,2,16,2189,4.0,303,104,288,0.23207091055600323,2.09508460918614
880,1010,4843,224,1,3,4435,4.0,191,213,109,0.10781404549950543,4.790306627101879
881,1062,2903,45,1,15,2446,2.0,252,203,166,0.1561618062088429,2.730950141110066
882,3771,11041,179,1,19,8998,7.0,1366,670,936,0.24814422057264052,2.9270943796394486
883,4935,45636,1082,2,19,42931,24.0,981,1700,380,0.07698541329011345,9.245542949756889
884,454,935,30,1,11,775,2.0,84,74,72,0.15824175824175823,2.0549450549450547
885,1943,4829,585,15,17,3842,1.0,697,289,494,0.25411522633744854,2.4840534979423867
886,2849,8011,124,6,6,7046,5.0,669,291,473,0.16596491228070176,2.8108771929824563
887,5627,13724,102,1,16,12382,23.0,381,938,329,0.05845771144278607,2.4385216773276475
888,1081,2686,94,2,20,2228,2.0,226,230,202,0.1866913123844732,2.4824399260628467
889,2887,5208,325,1,21,4714,1.0,155,338,129,0.04466759002770083,1.8033240997229918
890,15037,47034,565,1,19,42559,111.0,1323,3041,1094,0.07274903577603405,3.1276765527330763
891,1728,4316,181,1,16,3930,6.0,93,287,77,0.044534412955465584,2.4962406015037595
892,7756,17936,86,1,11,14875,22.0,2044,995,1054,0.13587727214129175,2.312234111125435
893,1371,3693,72,1,8,3222,16.0,290,165,240,0.1749271137026239,2.691690962099125
894,1427,3239,234,1,4,2908,3.0,72,256,66,0.046218487394957986,2.268207282913165
895,5478,10951,826,1,21,9378,7.0,599,967,413,0.0753787187442964,1.9987223945975543
896,668,2223,75,1,15,1999,4.0,125,95,79,0.11808669656203288,3.3228699551569507
897,5707,20463,808,31,161,16393,27.0,2558,1485,1657,0.29029432375613173,3.584968465311843
898,731,2638,175,1,16,2303,1.0,207,127,120,0.16393442622950818,3.6038251366120218
899,2327,9386,231,5,63,5377,18.0,1234,2757,501,0.21520618556701032,4.031786941580756
900,1159,3240,81,10,19,2464,12.0,629,135,226,0.19482758620689655,2.793103448275862
901,1010,2152,38,17,13,1767,1.0,310,74,294,0.29080118694362017,2.1285855588526212
902,571,1212,33,6,2,1116,5.0,67,24,66,0.11538461538461539,2.1188811188811187
903,824,1888,27,1,10,1622,8.0,175,83,139,0.1684848484848485,2.2884848484848486
904,981,2419,67,5,4,2050,5.0,175,189,142,0.1446028513238289,2.4633401221995928
905,3012,6898,75,1,6,6341,0.0,257,300,225,0.07467640225688682,2.289412545635579
906,6953,20557,294,1,18,18646,33.0,382,1496,297,0.04270923209663503,2.956140350877193
907,3600,11422,140,3,15,9866,21.0,314,1221,158,0.04387670091641211,3.1718966953623995
908,618,1828,103,1,2,1617,4.0,120,87,113,0.1825525040387722,2.9531502423263327
909,3411,11744,279,1,20,9835,10.0,1104,795,569,0.1667643610785463,3.4419695193434934
910,282,716,169,11,15,635,1.0,65,15,48,0.1696113074204947,2.530035335689046
911,2167,7600,284,1,9,6715,5.0,553,327,427,0.19695571955719557,3.5055350553505535
912,1186,3110,106,1,5,2776,9.0,143,182,119,0.10025273799494525,2.6200505475989893
913,1286,4500,96,3,31,4006,7.0,216,271,162,0.1258741258741259,3.4965034965034967
914,1422,3923,155,1,1,3406,4.0,274,239,219,0.15390021082220662,2.7568517217146873
915,5334,23009,306,2,8,21004,13.0,631,1361,581,0.10890346766635427,4.312839737582006
916,774,2158,30,1,3,1991,2.0,64,101,60,0.07741935483870968,2.784516129032258
917,1081,2950,154,1,45,2593,2.0,236,119,188,0.17375231053604437,2.7264325323475047
918,418,870,25,1,7,731,0.0,93,46,57,0.1360381861575179,2.0763723150357993
919,1979,4115,332,1,18,3736,5.0,93,281,77,0.03888888888888889,2.0782828282828283
920,909,2143,45,1,7,1943,5.0,65,130,58,0.06373626373626373,2.354945054945055
921,565,1518,75,1,7,1344,8.0,92,74,78,0.13780918727915195,2.6819787985865724
922,1211,3666,121,1,5,3092,12.0,213,349,184,0.15181518151815182,3.0247524752475248
923,1023,2701,145,24,32,2335,2.0,233,131,184,0.1796875,2.6376953125
924,5345,29769,934,4,27,26744,34.0,1471,1520,822,0.1537598204264871,5.568462401795735
925,4908,11497,109,1,14,9608,30.0,1356,503,977,0.19902220411489102,2.34202485231208
926,304,1200,19,3,7,969,1.0,194,36,119,0.3901639344262295,3.9344262295081966
927,1147,3257,108,3,16,2860,7.0,274,116,226,0.19686411149825783,2.837108013937282
928,2571,4874,481,9,24,4518,6.0,98,252,86,0.03343701399688958,1.8950233281493
929,421,880,40,1,9,778,3.0,48,51,43,0.1018957345971564,2.085308056872038
930,661,6547,587,1,18,6166,7.0,134,240,49,0.07401812688821752,9.889728096676738
931,1442,9315,396,1,27,8624,7.0,145,539,88,0.060984060984060985,6.455301455301456
932,1515,3408,302,27,29,2835,4.0,381,188,276,0.1820580474934037,2.2480211081794197
933,3593,8557,134,1,2,7565,3.0,425,564,393,0.10934891485809682,2.380912632164719
934,5013,14076,446,2,5,11901,21.0,1595,559,1387,0.27662544874351813,2.8073394495412844
935,1261,3284,17,1,2,3043,7.0,88,146,83,0.06576862123613313,2.602218700475436
936,3864,12696,149,2,16,9599,4.0,2614,479,1355,0.35058214747736094,3.284864165588616
937,3167,9841,184,1,12,8703,15.0,545,578,430,0.13573232323232323,3.1063762626262625
938,960,2662,59,1,13,2365,2.0,122,173,91,0.09469302809573361,2.77003121748179
939,2448,8073,152,3,33,6633,10.0,990,440,667,0.2723560636994692,3.29644752960392
940,2150,5203,101,1,8,4704,8.0,223,268,194,0.0901906090190609,2.418874941887494
941,27267,73301,348,33,15,70548,50.0,881,1822,736,0.026991345166495526,2.6881692826756636
942,843,2235,14,1,3,1819,3.0,290,123,265,0.31398104265402843,2.6481042654028437
943,374,2823,523,1,31,2641,3.0,76,103,41,0.10933333333333334,7.528
944,13914,50958,285,1,8,45533,62.0,2771,2592,1763,0.12669780812073303,3.662091268415379
945,241,514,91,1,4,463,3.0,23,25,23,0.09504132231404959,2.12396694214876
946,6789,41882,436,2,8,37958,60.0,2497,1367,1721,0.25346097201767304,6.16818851251841
947,3762,16558,582,2,17,15047,23.0,365,1123,258,0.06856231730002657,4.400212596332714
948,8626,25799,294,1,18,22774,70.0,1422,1533,1095,0.12692708937058073,2.99049495769097
949,1390,6496,242,1,13,5940,7.0,153,396,103,0.07404744787922359,4.6700215672178285
950,1421,3338,354,21,22,2842,1.0,360,135,212,0.1490857946554149,2.3473980309423346
951,4473,12564,417,1,13,10272,33.0,1567,692,1225,0.27380420205632544,2.8082253017434065
952,623,1297,48,11,14,1040,1.0,187,69,158,0.2532051282051282,2.078525641025641
953,393,1679,114,1,6,1477,3.0,116,83,86,0.2182741116751269,4.261421319796955
954,1055,2970,67,1,2,2502,5.0,287,176,157,0.14867424242424243,2.8125
955,1431,4465,17,1,5,3711,2.0,645,107,603,0.42108938547486036,3.1180167597765363
956,3909,8305,151,1,8,7149,9.0,386,761,316,0.08081841432225063,2.1240409207161126
957,3680,10244,1303,1,24,9457,1.0,277,509,173,0.04699809834284162,2.78293941863624
958,518,3255,161,1,2,2959,2.0,158,136,86,0.16570327552986513,6.271676300578035
959,678,1660,46,2,4,1307,2.0,277,74,147,0.21649484536082475,2.444771723122239
960,3540,12183,59,1,2,10497,11.0,797,878,700,0.1976842699802316,3.4405535159559446
961,553,1252,27,1,1,1124,6.0,66,56,60,0.10830324909747292,2.259927797833935
962,11705,52131,1082,79,56,42689,71.0,6186,3185,3923,0.335127285152913,4.453357252690927
963,2719,11446,137,1,4,9936,27.0,1064,419,920,0.3382352941176471,4.208088235294118
964,4543,28188,291,2,48,24664,30.0,2243,1251,722,0.15889084507042253,6.203345070422535
965,13539,76762,590,1,29,67815,90.0,5720,3137,2682,0.19807976366322008,5.669276218611522
966,7178,27159,199,1,24,23223,47.0,2428,1461,1774,0.24710962529600222,3.7831174258253237
967,2085,4636,91,1,14,3980,5.0,390,261,274,0.13135186960690318,2.222435282837967
968,5042,14291,302,1,20,12561,33.0,717,980,607,0.12036486218520721,2.833829069998017
969,1505,3134,42,1,6,2600,7.0,303,224,270,0.17928286852589642,2.0810092961487383
970,1407,4532,149,1,5,4168,10.0,208,146,126,0.08948863636363637,3.21875
971,2128,6956,55,1,2,5961,5.0,375,615,331,0.15547205260685767,3.267261625176139
972,986,2071,81,1,8,1707,0.0,272,92,178,0.18034447821681865,2.098277608915907
973,1636,4120,114,1,10,3671,9.0,216,224,185,0.11301160659743432,2.516799022602321
974,6411,20830,1645,1,34,18996,20.0,525,1289,399,0.06222707423580786,3.2485963817841546
975,930,2292,66,1,13,2063,3.0,54,172,46,0.04940923737916219,2.4618689581095596
976,1074,2663,30,1,4,2209,2.0,354,98,274,0.25488372093023254,2.4772093023255812
977,2450,7789,223,1,7,6549,15.0,592,633,409,0.16687066503467973,3.1778865769073845
978,1185,3003,154,1,7,2621,6.0,238,138,212,0.178752107925801,2.5320404721753795
979,1857,3809,66,1,2,3375,12.0,113,309,107,0.05758880516684607,2.05005382131324
980,670,2112,70,1,9,1927,6.0,77,102,62,0.09239940387481371,3.1475409836065573
981,4223,9382,285,2,18,8506,29.0,181,666,151,0.035748106060606064,2.2211174242424243
982,517,1359,83,1,21,1184,3.0,129,43,83,0.16023166023166024,2.6235521235521237
983,5421,16438,444,48,72,14757,36.0,1209,436,922,0.1700479527849502,3.031722611582442
984,4156,11352,150,1,8,9793,21.0,608,930,480,0.11546788549434689,2.730815491941304
985,190,730,54,1,6,635,2.0,72,21,62,0.32460732984293195,3.8219895287958114
986,1128,3063,80,1,19,2507,8.0,399,149,295,0.2612931798051373,2.7130203720106287
987,3912,9063,9,2,2,7408,6.0,1297,352,1187,0.30334781497572194,2.316125734730386
988,1211,3165,225,1,15,2895,0.0,154,116,112,0.0924092409240924,2.6113861386138613
989,656,1805,80,1,8,1514,7.0,185,99,168,0.2557077625570776,2.747336377473364
990,1826,5985,43,1,4,5237,6.0,443,299,352,0.1926655719759168,3.2758620689655173
991,7501,22254,162,3,4,19832,60.0,644,1718,573,0.07637963209810718,2.9664089576113035
992,1377,3300,29,3,10,2804,8.0,303,185,268,0.19448476052249636,2.39477503628447
993,524,1810,220,5,9,1614,1.0,132,63,112,0.21333333333333335,3.447619047619048
994,826,4047,83,1,8,3415,3.0,461,168,307,0.37122128174123337,4.893591293833132
995,1909,3741,30,4,4,3198,5.0,244,294,225,0.11780104712041885,1.9586387434554975
996,750,2425,214,1,11,2204,6.0,122,93,82,0.10918774966711052,3.229027962716378
997,1900,4335,72,1,14,3677,4.0,276,378,246,0.12940557601262492,2.280378748027354
998,1248,3676,86,1,3,2872,9.0,684,111,308,0.2465972778222578,2.943154523618895
999,536,1235,122,4,10,1091,1.0,95,48,80,0.148975791433892,2.2998137802607075
1000,4773,12253,192,14,45,10499,14.0,959,781,860,0.18014243820695433,2.5666108085462924
1001,1058,2724,62,1,4,2410,2.0,196,116,158,0.14919735599622286,2.5722379603399435
1002,2120,5396,233,27,29,4774,14.0,386,222,213,0.10042432814710042,2.5440829797265443
1003,972,2194,94,1,10,1894,2.0,173,125,142,0.1459403905447071,2.2548818088386433
1004,3785,10436,207,1,17,9356,14.0,337,729,262,0.06920232435287903,2.7564712097200212
1005,1095,2756,121,8,15,2311,4.0,305,136,282,0.2572992700729927,2.5145985401459856
1006,2139,5112,45,1,3,4421,11.0,447,233,340,0.1588785046728972,2.388785046728972
1007,1139,2592,53,1,2,2284,3.0,166,139,112,0.09824561403508772,2.2736842105263158
1008,282,782,25,6,16,673,0.0,71,38,70,0.24734982332155478,2.7632508833922262
1009,742,1778,251,24,69,1596,3.0,125,54,108,0.14535666218034993,2.39300134589502
1010,4824,17013,100,3,15,12205,16.0,4080,712,2093,0.4337823834196891,3.5260103626943007
1011,4420,17002,552,1,21,15769,19.0,345,869,237,0.05360778104501244,3.8457362587649855
1012,2004,5834,146,3,3,5104,6.0,420,304,299,0.14912718204488778,2.9097256857855363
1013,3212,11430,359,1,19,9910,15.0,1040,465,755,0.23498288204170556,3.557422969187675
1014,724,2529,149,1,17,2213,2.0,175,139,133,0.18344827586206897,3.4882758620689653
1015,731,3385,103,1,28,2845,2.0,388,150,190,0.25956284153005466,4.6243169398907105
1016,2953,8277,177,1,10,7580,11.0,282,404,234,0.07921462423832092,2.8019634394041977
1017,599,1764,44,1,5,1515,7.0,118,124,108,0.18,2.94
1018,3184,6859,57,1,16,6107,11.0,234,507,182,0.05714285714285714,2.1535321821036106
1019,2939,7433,149,1,8,6003,5.0,941,484,519,0.17653061224489797,2.528231292517007
1020,1240,3368,41,6,7,2945,18.0,232,173,216,0.17405318291700242,2.7139403706688157
1021,865,2283,165,1,6,1999,12.0,88,184,83,0.09584295612009237,2.636258660508083
1022,2519,8094,291,1,4,6593,10.0,728,763,383,0.15198412698412697,3.211904761904762
1023,1575,2948,101,1,18,2626,6.0,135,181,106,0.06725888324873096,1.8705583756345177
1024,646,2032,15,1,1,1721,1.0,103,207,97,0.14992272024729522,3.1406491499227203
1025,4693,17782,403,1,14,15120,21.0,1599,1042,470,0.10012782275244994,3.7882403067746058
1026,1278,4935,64,1,14,3772,6.0,872,285,496,0.38780297107114936,3.858483189992181
1027,1653,4516,36,1,6,3545,10.0,700,261,680,0.4111245465538089,2.7303506650544134
1028,758,3215,250,1,2,2788,5.0,289,133,187,0.2463768115942029,4.235836627140975
1029,2674,8513,84,1,8,7402,21.0,553,537,404,0.15102803738317758,3.182429906542056
1030,200,512,54,1,4,441,1.0,54,16,32,0.15920398009950248,2.5472636815920398
1031,6386,44199,158,3,3,40325,98.0,2667,1109,1949,0.30515108814780023,6.920150305307656
1032,1559,3101,83,2,7,2742,4.0,231,124,176,0.11282051282051282,1.9878205128205129
1033,1173,2574,60,4,7,2246,5.0,180,143,153,0.1303236797274276,2.192504258943782
1034,736,1975,73,1,3,1780,5.0,92,98,77,0.1044776119402985,2.679782903663501
1035,1035,2800,186,18,57,2424,4.0,237,135,192,0.18532818532818532,2.7027027027027026
1036,6226,12930,495,1,21,11442,10.0,627,851,444,0.07130239280552433,2.076441303998715
1037,2593,7999,44,1,13,6057,6.0,1529,407,690,0.26599845797995375,3.0836545875096375
1038,3680,11491,206,6,28,10003,11.0,975,502,686,0.18636240152132572,3.121706058136376
1039,990,2216,94,12,18,1810,3.0,302,101,272,0.27447023208879917,2.236125126135217
1040,2895,7550,37,2,3,6392,9.0,699,450,408,0.1408839779005525,2.6070441988950277
1041,1345,3104,247,2,11,2827,8.0,115,154,92,0.06835066864784546,2.3060921248142643
1042,711,2191,437,19,9,2012,4.0,88,87,71,0.0997191011235955,3.077247191011236
1043,35603,137785,345,1,17,124424,262.0,2484,10615,1966,0.05521851477362094,3.869930344905067
1044,6892,14461,222,1,19,12376,14.0,769,1302,639,0.09270274191208472,2.0979254315972726
1045,666,1754,186,17,39,1501,1.0,189,63,152,0.22788605697151423,2.629685157421289
1046,584,1690,34,10,11,1470,6.0,114,100,106,0.1811965811965812,2.888888888888889
1047,2405,6876,64,1,4,6278,6.0,123,469,108,0.04488778054862843,2.85785536159601
1048,444,1127,58,1,5,1040,0.0,52,35,40,0.0898876404494382,2.5325842696629213
1049,6137,18656,193,29,25,15594,18.0,2591,453,2228,0.3629846855653307,3.039426523297491
1050,3060,7454,60,1,13,6362,19.0,673,400,554,0.18098660568441685,2.4351519111401503
1051,616,1482,49,5,7,1229,1.0,137,115,116,0.1880064829821718,2.40194489465154
1052,1343,2831,107,1,3,2597,9.0,58,167,53,0.03943452380952381,2.1063988095238093
1053,420,1153,70,5,22,925,1.0,156,71,117,0.27790973871733965,2.7387173396674585
1054,985,3102,35,1,3,2815,8.0,142,137,134,0.1359026369168357,3.1460446247464504
1055,1115,3465,53,8,13,2801,10.0,523,131,440,0.3942652329749104,3.1048387096774195
1056,10251,67179,553,1,59,58467,86.0,5803,2823,3111,0.3034529847834569,6.5527701911822085
1057,574,1422,58,1,10,1242,3.0,94,83,84,0.14608695652173914,2.4730434782608697
1058,8337,74430,1001,4,24,69670,50.0,1969,2741,882,0.1057807627728472,8.926601103382106
1059,2812,11250,195,1,10,10308,13.0,351,578,228,0.0810522573764664,3.9992890152861715
1060,876,1884,21,4,6,1496,2.0,195,191,165,0.18814139110604333,2.1482326111744583
1061,635,1524,67,1,11,1253,1.0,184,86,146,0.22955974842767296,2.3962264150943398
1062,2415,12362,469,2,15,11405,34.0,556,367,407,0.16846026490066227,5.116721854304636
1063,1206,5157,308,3,4,4686,4.0,198,269,156,0.12924606462303231,4.272576636288318
1064,1913,5436,414,12,41,4740,12.0,446,238,247,0.1290491118077325,2.8401253918495297
1065,4523,14644,321,26,98,12447,10.0,1466,721,974,0.21529619805481875,3.2369584438549954
1066,1127,2778,21,1,4,2291,7.0,377,103,330,0.2925531914893617,2.4627659574468086
1067,2813,12409,67,2,5,10972,19.0,923,495,804,0.2857142857142857,4.409737029140015
1068,1436,3820,152,16,26,3310,9.0,311,190,282,0.19624217118997914,2.6583159359777313
1069,2070,5158,140,1,16,4502,16.0,363,277,270,0.13037180106228874,2.490584258812168
1070,1775,3586,413,1,20,3165,9.0,217,195,161,0.09065315315315316,2.019144144144144
1071,1085,2892,10,1,4,2605,6.0,120,161,116,0.10681399631675875,2.6629834254143647
1072,646,1380,89,2,29,1134,3.0,136,107,113,0.17465224111282843,2.132921174652241
1073,4013,10166,348,1,1,7813,8.0,1086,1259,827,0.20602889885401096,2.532635774788241
1074,1143,5683,57,1,5,5016,20.0,350,297,204,0.17832167832167833,4.9676573426573425
1075,1656,6793,262,2,5,6152,16.0,248,377,202,0.12190706095353047,4.0995775497887745
1076,3412,10320,159,1,28,8612,8.0,922,778,766,0.22443598007617932,3.0237327864049224
1077,7014,15510,282,1,12,13229,16.0,805,1460,648,0.09237348538845332,2.210976478973628
1078,2789,7268,177,1,3,6518,12.0,160,578,139,0.04982078853046595,2.6050179211469535
1079,1923,4223,189,1,4,3771,13.0,165,274,153,0.07952182952182953,2.194906444906445
1080,455,1365,127,1,6,1173,2.0,114,76,76,0.16666666666666666,2.9934210526315788
1081,204,705,60,1,3,578,3.0,89,35,66,0.32195121951219513,3.4390243902439024
1082,1096,2947,59,1,4,2440,2.0,436,69,214,0.195077484047402,2.6864175022789425
1083,1191,2405,68,1,14,2102,4.0,118,181,101,0.08473154362416108,2.0176174496644297
1084,1020,2309,17,1,3,1939,5.0,275,90,224,0.21939275220372184,2.2615083251714005
1085,2450,6658,352,1,17,5859,7.0,480,312,348,0.1419828641370869,2.716442268461852
1086,463,1003,8,1,4,804,5.0,106,88,104,0.22413793103448276,2.1616379310344827
1087,14626,77507,878,1,20,70257,157.0,3945,3148,2341,0.16004648936897517,5.298899295822793
1088,2006,4102,67,1,5,3678,5.0,191,228,133,0.06626806178375685,2.04384653712008
1089,749,2004,127,2,6,1718,4.0,157,125,141,0.188,2.672
1090,7100,23873,162,1,7,21955,41.0,786,1091,673,0.09477538374876777,3.3619208562174343
1091,5267,11782,260,1,20,10049,22.0,848,863,552,0.10478359908883828,2.236522399392559
1092,857,2322,120,7,15,1969,6.0,212,135,172,0.20046620046620048,2.7062937062937062
1093,1285,4937,146,1,4,4345,24.0,321,247,295,0.22939346811819597,3.839035769828927
1094,923,2838,97,1,19,2450,4.0,243,141,164,0.1774891774891775,3.0714285714285716
1095,558,1400,58,1,13,1149,0.0,173,78,154,0.27549194991055453,2.5044722719141324
1096,2764,8075,131,1,4,7129,48.0,440,458,391,0.14141048824593128,2.9204339963833634
1097,670,1309,96,11,16,1127,2.0,141,39,128,0.19076005961251863,1.9508196721311475
1098,2141,5188,77,1,4,4625,8.0,205,350,173,0.080765639589169,2.42203548085901
1099,1108,3480,91,1,15,3077,6.0,249,148,133,0.11992786293958521,3.137962128043282
1100,1914,5689,228,13,9,4896,3.0,517,273,399,0.208355091383812,2.970757180156658
1101,231,444,68,6,10,399,0.0,28,17,26,0.11206896551724138,1.9137931034482758
1102,51687,541374,3723,1,38,494723,299.0,12344,34008,7686,0.14869989165763814,10.473881752050767
1103,4066,13923,152,1,13,11260,27.0,1786,850,1368,0.33636587164986476,3.423407917383821
1104,3201,12269,262,1,19,11369,20.0,288,592,171,0.05340412242348532,3.831667707682698
1105,729,1601,58,1,11,1388,5.0,103,105,91,0.12465753424657534,2.1931506849315068
1106,3101,8421,67,1,2,7339,7.0,707,368,501,0.16150870406189555,2.7147001934235977
1107,838,1884,11,1,2,1648,4.0,97,135,90,0.10727056019070322,2.2455303933253874
1108,2815,6526,62,3,12,5345,5.0,628,548,538,0.19105113636363635,2.317471590909091
1109,510,1642,104,4,1,1539,1.0,53,49,42,0.0821917808219178,3.213307240704501
1110,1176,2704,96,2,5,2407,6.0,104,187,89,0.07561597281223449,2.2973661852166525
1111,2021,4843,108,1,8,3630,12.0,865,336,550,0.27200791295746785,2.3951533135509395
1112,1165,2822,148,1,20,2520,6.0,99,197,79,0.06775300171526587,2.420240137221269
1113,11216,44861,299,1,11,38728,107.0,3772,2254,2389,0.21298029776232505,3.999375947222965
1114,1595,5571,763,1,18,5270,3.0,70,228,54,0.03383458646616541,3.4906015037593985
1115,4442,12935,128,1,10,11057,21.0,1190,667,857,0.1928876884987621,2.9113211793832994
1116,1167,4343,125,1,10,3513,10.0,617,203,471,0.4032534246575342,3.718321917808219
1117,668,2890,114,1,20,2371,7.0,404,108,252,0.37668161434977576,4.319880418535127
1118,790,1584,177,1,14,1414,5.0,97,68,82,0.10366624525916561,2.002528445006321
1119,1138,3224,67,1,14,2883,4.0,121,216,112,0.09833187006145742,2.830553116769096
1120,188,351,42,1,4,282,4.0,34,31,31,0.164021164021164,1.8571428571428572
1121,875,1915,62,3,4,1445,2.0,373,95,171,0.1952054794520548,2.1860730593607305
1122,936,2903,87,1,5,2421,4.0,279,199,254,0.2710779082177161,3.0981856990394876
1123,6466,17795,488,1,25,15556,34.0,642,1563,526,0.081336013607546,2.7516622854492034
1124,858,2418,41,1,3,2153,3.0,160,102,126,0.14668218859138532,2.8149010477299186
1125,3634,8979,426,1,1,7546,19.0,670,744,540,0.1485557083906465,2.4701513067400276
1126,6782,35293,549,2,26,31999,42.0,761,2491,476,0.07017543859649122,5.203154946189002
1127,5274,18153,233,1,10,16148,44.0,644,1317,501,0.09497630331753555,3.4413270142180097
1128,1020,2647,130,2,20,2141,1.0,303,202,212,0.20763956904995104,2.592556317335945
1129,1466,4854,70,2,8,4161,5.0,314,374,226,0.15405589638718473,3.3087934560327197
1130,1711,4292,82,1,11,3375,4.0,667,246,527,0.3078271028037383,2.5070093457943927
1131,11784,55821,213,1,33,50745,89.0,2079,2908,1424,0.12083156554942724,4.7366143402630465
1132,596,1500,27,1,8,1276,1.0,136,87,119,0.19932998324958123,2.512562814070352
1133,6605,20657,341,1,31,18145,34.0,1307,1171,1001,0.1515289131092946,3.127005752346352
1134,8323,20690,119,1,16,17950,36.0,1466,1238,934,0.11220567035079289,2.485583853916386
1135,787,3352,65,4,9,3002,1.0,227,122,162,0.20558375634517767,4.253807106598985
1136,5629,14843,384,1,19,13682,20.0,359,782,303,0.05381882770870337,2.636412078152753
1137,3302,9437,471,1,4,8109,16.0,469,843,373,0.11292764153799577,2.8570996064184073
1138,22907,116437,1137,1,40,108494,97.0,2437,5409,1570,0.06853500960363192,5.082809498865025
1139,8826,22655,417,1,19,20012,29.0,1007,1607,754,0.08541973490427099,2.5665571541860204
1140,6407,15888,123,1,3,13575,34.0,964,1315,902,0.14076154806491886,2.4794007490636703
1141,3120,8406,89,1,10,7597,14.0,195,600,177,0.05671259211791092,2.6933675104133292
1142,2421,5580,40,1,7,4992,16.0,346,226,315,0.13005780346820808,2.303881090008258
1143,768,2602,70,1,5,2319,6.0,98,179,87,0.11313394018205461,3.3836150845253576
1144,2634,5260,27,1,2,4751,9.0,123,377,113,0.0428842504743833,1.9962049335863377
1145,1590,5688,72,2,12,4896,19.0,602,171,389,0.24450031426775612,3.5751099937146447
1146,2782,5628,61,1,10,4589,1.0,700,338,434,0.15594681997844054,2.022278117139777
1147,470,1751,233,1,17,1596,2.0,40,113,25,0.05307855626326964,3.7176220806794054
1148,466,1332,57,10,39,886,1.0,379,66,154,0.3297644539614561,2.852248394004283
1149,1496,4179,191,2,6,3536,4.0,341,298,281,0.18770875083500335,2.791583166332665
1150,3110,8972,569,4,23,8090,4.0,571,307,441,0.14175506268081003,2.8839601414336227
1151,8001,26404,721,1,12,23950,50.0,814,1590,590,0.07373156710822294,3.2996750812296924
